timestamp,num. busy overflows,num. calls answered,num. calls abandoned ,num. calls transferred ,num. calls timed out ,avg. num. agents talking ,avg. num. agents staffed ,avg. wait time ,avg. abandonment time
Mar 6  2017 12:00:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 12:15:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 12:30:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 12:45:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 1:00:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 1:15:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 1:30:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 1:45:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 2:00:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 2:15:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 2:30:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 2:45:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 3:00:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 3:15:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 3:30:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 3:45:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 4:00:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 4:15:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 4:30:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 4:45:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 5:00:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 5:15:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 5:30:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 5:45:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 6:00:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 6:15:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 6:30:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 6:45:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 7:00:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 7:15:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 7:30:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 7:45:00 AM,0,0,0,0,0,0,4,00:00:00,00:00:00
Mar 6  2017 8:00:00 AM,6,30,5,0,0,2.4,4,00:06:29,00:01:51
Mar 6  2017 8:15:00 AM,0,18,2,0,0,2.3,4,00:03:23,00:03:45
Mar 6  2017 8:30:00 AM,0,16,2,0,0,1.8,4,00:00:58,00:00:02
Mar 6  2017 8:45:00 AM,0,5,0,0,0,0.7,4,00:00:24,00:00:00
Mar 6  2017 9:00:00 AM,0,9,2,0,0,0.8,4,00:00:16,00:00:15
Mar 6  2017 9:15:00 AM,0,8,0,0,0,1,4,00:00:33,00:00:00
Mar 6  2017 9:30:00 AM,0,6,1,0,0,0.8,4,00:00:21,00:01:22
Mar 6  2017 9:45:00 AM,0,7,0,0,0,0.5,4,00:00:31,00:00:00
Mar 6  2017 10:00:00 AM,0,7,0,0,0,0.7,4,00:00:37,00:00:00
Mar 6  2017 10:15:00 AM,0,7,0,0,0,1.1,4,00:00:48,00:00:00
Mar 6  2017 10:30:00 AM,0,10,0,0,0,1.4,4,00:00:27,00:00:00
Mar 6  2017 10:45:00 AM,0,9,0,0,0,0.7,4,00:00:35,00:00:00
Mar 6  2017 11:00:00 AM,0,7,2,0,0,0.6,4,00:00:30,00:00:39
Mar 6  2017 11:15:00 AM,0,14,1,0,0,1.1,4,00:00:40,00:00:00
Mar 6  2017 11:30:00 AM,0,8,0,0,0,0.8,4,00:00:35,00:00:00
Mar 6  2017 11:45:00 AM,0,7,1,0,0,0.6,4,00:00:37,00:00:29
Mar 6  2017 12:00:00 PM,0,8,1,0,0,1.1,4,00:00:28,00:00:44
Mar 6  2017 12:15:00 PM,0,7,0,0,0,0.5,4,00:00:17,00:00:00
Mar 6  2017 12:30:00 PM,0,6,2,0,0,0.5,4,00:00:14,00:01:00
Mar 6  2017 12:45:00 PM,0,4,0,0,0,0.7,4,00:00:18,00:00:00
Mar 6  2017 1:00:00 PM,0,10,1,0,0,1.1,4,00:00:50,00:00:59
Mar 6  2017 1:15:00 PM,0,2,0,0,0,0.2,4,00:00:10,00:00:00
Mar 6  2017 1:30:00 PM,0,9,0,0,0,0.4,4,00:00:49,00:00:00
Mar 6  2017 1:45:00 PM,0,5,0,0,0,0.3,4,00:00:14,00:00:00
Mar 6  2017 2:00:00 PM,0,4,1,0,0,0.4,4,00:00:18,00:00:03
Mar 6  2017 2:15:00 PM,0,11,0,0,0,1.3,4,00:00:17,00:00:00
Mar 6  2017 2:30:00 PM,0,6,0,0,0,1,4,00:00:33,00:00:00
Mar 6  2017 2:45:00 PM,0,9,0,0,0,1.1,4,00:00:08,00:00:00
Mar 6  2017 3:00:00 PM,0,4,0,0,0,0.3,4,00:00:16,00:00:00
Mar 6  2017 3:15:00 PM,0,6,0,0,0,0.7,4,00:00:14,00:00:00
Mar 6  2017 3:30:00 PM,0,6,0,0,0,0.9,4,00:00:24,00:00:00
